Species	Entrez.ID	Gene	Description	Evidence..PMID.	Tier	References	Function..PMID.
244	Homo sapiens	3183	HNRNPC	Heterogeneous nuclear ribonucleoproteins C1/C2	HTS (29742442, 30108179)	4	29742442, 30108179	-
245	Homo sapiens	9987	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like	HTS (29742442, 30108179)	4	29742442, 30108179	-
246	Homo sapiens	3185	HNRNPF	Heterogeneous nuclear ribonucleoprotein F	HTS (29742442, 30108179)	4	29742442, 30108179	-
247	Homo sapiens	3190	HNRNPK	Heterogeneous nuclear ribonucleoprotein K	HTS (29742442, 30108179)	4	29742442, 30108179	-
248	Homo sapiens	3191	HNRNPL	Heterogeneous nuclear ribonucleoprotein L	HTS (29742442, 30108179)	4	29742442, 30108179	-
249	Homo sapiens	4670	HNRNPM	Heterogeneous nuclear ribonucleoprotein M	HTS (29742442, 30108179)	4	29742442, 30108179	-
250	Homo sapiens	11100	HNRNPUL1	Heterogeneous nuclear ribonucleoprotein U-like protein 1	HTS (29742442, 30108179)	4	29742442, 30108179	-
251	Homo sapiens	221092	HNRNPUL2	Heterogeneous nuclear ribonucleoprotein U-like protein 2	HTS (29742442, 30108179)	4	29742442, 30108179	-
252	Homo sapiens	3326	HSP90AB1	Heat shock protein HSP 90-beta	HTS (29742442, 30108179)	4	29742442, 30108179	-
253	Homo sapiens	3303	HSPA1A	Heat shock 70 kDa protein 1A/1B	HTS (29742442, 30108179)	4	29742442, 30108179	-
254	Homo sapiens	3312	HSPA8	Heat shock cognate 71 kDa protein	HTS (29742442, 30108179)	4	29742442, 30108179	-
255	Homo sapiens	10642	IGF2BP1	Insulin-like growth factor 2 mRNA-binding protein 1	HTS (29742442, 30108179)	4	29742442, 30108179	-
256	Homo sapiens	10643	IGF2BP3	Insulin-like growth factor 2 mRNA-binding protein 3	HTS (29742442, 30108179)	4	29742442, 30108179	-
257	Homo sapiens	3608	ILF2	Interleukin enhancer-binding factor 2	HTS (29742442, 30108179)	4	29742442, 30108179	-
258	Homo sapiens	3609	ILF3	Interleukin enhancer-binding factor 3	HTS (29742442, 30108179)	4	29742442, 30108179	-
259	Homo sapiens	3837	KPNB1	Importin subunit beta-1	HTS (29742442, 30108179)	4	29742442, 30108179	-
260	Homo sapiens	23367	LARP1	La-related protein 1	HTS (29742442, 30108179)	4	29742442, 30108179	-
261	Homo sapiens	51520	LARS1	Leucine--tRNA ligase, cytoplasmic	HTS (29742442, 30108179)	4	29742442, 30108179	-
262	Homo sapiens	3930	LBR	Lamin-B receptor	HTS (29742442, 30108179)	4	29742442, 30108179	-
263	Homo sapiens	4172	MCM3	DNA replication licensing factor MCM3	HTS (29742442, 30108179)	4	29742442, 30108179	-
264	Homo sapiens	4174	MCM5	DNA replication licensing factor MCM5	HTS (29742442, 30108179)	4	29742442, 30108179	-
265	Homo sapiens	4288	MKI67	Antigen KI-67	HTS (29742442, 30108179)	4	29742442, 30108179	-
266	Homo sapiens	4343	MOV10	Putative helicase MOV-10	HTS (29742442, 30108179)	4	29742442, 30108179	-
267	Homo sapiens	10514	MYBBP1A	Myb-binding protein 1A	HTS (29742442, 30108179)	4	29742442, 30108179	-
268	Homo sapiens	4627	MYH9	Myosin-9	HTS (29742442, 30108179)	4	29742442, 30108179	-
269	Homo sapiens	55226	NAT10	N-acetyltransferase 10	HTS (29742442, 30108179)	4	29742442, 30108179	-
270	Homo sapiens	57727	NCOA5	Nuclear receptor coactivator 5	HTS (29742442, 30108179)	4	29742442, 30108179	-
271	Homo sapiens	84365	NIFK	MKI67 FHA domain-interacting nucleolar phosphoprotein	HTS (29742442, 30108179)	4	29742442, 30108179	-
272	Homo sapiens	65083	NOL6	Nucleolar protein 6	HTS (29742442, 30108179)	4	29742442, 30108179	-
273	Homo sapiens	4839	NOP2	Putative ribosomal RNA methyltransferase NOP2	HTS (29742442, 30108179)	4	29742442, 30108179	-
274	Homo sapiens	10528	NOP56	Nucleolar protein 56	HTS (29742442, 30108179)	4	29742442, 30108179	-
275	Homo sapiens	51602	NOP58	Nucleolar protein 58	HTS (29742442, 30108179)	4	29742442, 30108179	-
276	Homo sapiens	10360	NPM3	Nucleoplasmin-3	HTS (29742442, 30108179)	4	29742442, 30108179	-
277	Homo sapiens	5036	PA2G4	Proliferation-associated protein 2G4	HTS (29742442, 30108179)	4	29742442, 30108179	-
278	Homo sapiens	26986	PABPC1	Polyadenylate-binding protein 1	HTS (29742442, 30108179)	4	29742442, 30108179	-
279	Homo sapiens	8761	PABPC4	Polyadenylate-binding protein 4	HTS (29742442, 30108179)	4	29742442, 30108179	-
280	Homo sapiens	5093	PCBP1	Poly (rC)-binding protein 1	HTS (29742442, 30108179)	4	29742442, 30108179	-
281	Homo sapiens	5094	PCBP2	Poly (rC)-binding protein 2	HTS (29742442, 30108179)	4	29742442, 30108179	-
282	Homo sapiens	22984	PDCD11	Protein RRP5 homolog	HTS (29742442, 30108179)	4	29742442, 30108179	-
283	Homo sapiens	5216	PFN1	Profilin-1	HTS (29742442, 30108179)	4	29742442, 30108179	-
284	Homo sapiens	192111	PGAM5	Serine/threonine-protein phosphatase PGAM5, mitochondrial	HTS (29742442, 30108179)	4	29742442, 30108179	-
285	Homo sapiens	5230	PGK1	Phosphoglycerate kinase 1;Phosphoglycerate kinase	HTS (29742442, 30108179)	4	29742442, 30108179	-
286	Homo sapiens	26227	PHGDH	D-3-phosphoglycerate dehydrogenase	HTS (29742442, 30108179)	4	29742442, 30108179	-
287	Homo sapiens	5315	PKM	Pyruvate kinase PKM	HTS (29742442, 30108179)	4	29742442, 30108179	-
288	Homo sapiens	5339	PLEC	Plectin	HTS (29742442, 30108179)	4	29742442, 30108179	-
289	Homo sapiens	5356	PLRG1	Pleiotropic regulator 1	HTS (29742442, 30108179)	4	29742442, 30108179	-
290	Homo sapiens	10940	POP1	Ribonucleases P/MRP protein subunit POP1	HTS (29742442, 30108179)	4	29742442, 30108179	-
291	Homo sapiens	5478	PPIA	Peptidyl-prolyl cis-trans isomerase A	HTS (29742442, 30108179)	4	29742442, 30108179	-
292	Homo sapiens	5518	PPP2R1A	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	HTS (29742442, 30108179)	4	29742442, 30108179	-
293	Homo sapiens	5052	PRDX1	Peroxiredoxin-1	HTS (29742442, 30108179)	4	29742442, 30108179	-
294	Homo sapiens	27339	PRPF19	Pre-mRNA-processing factor 19	HTS (29742442, 30108179)	4	29742442, 30108179	-
295	Homo sapiens	9129	PRPF3	U4/U6 small nuclear ribonucleoprotein Prp3	HTS (29742442, 30108179)	4	29742442, 30108179	-
296	Homo sapiens	9128	PRPF4	U4/U6 small nuclear ribonucleoprotein Prp4	HTS (29742442, 30108179)	4	29742442, 30108179	-
297	Homo sapiens	55660	PRPF40A	Pre-mRNA-processing factor 40 homolog A	HTS (29742442, 30108179)	4	29742442, 30108179	-
298	Homo sapiens	10594	PRPF8	Pre-mRNA-processing-splicing factor 8	HTS (29742442, 30108179)	4	29742442, 30108179	-
299	Homo sapiens	11168	PSIP1	PC4 and SFRS1-interacting protein	HTS (29742442, 30108179)	4	29742442, 30108179	-
300	Homo sapiens	5725	PTBP1	Polypyrimidine tract-binding protein 1	HTS (29742442, 30108179)	4	29742442, 30108179	-
301	Homo sapiens	11137	PWP1	Periodic tryptophan protein 1 homolog	HTS (29742442, 30108179)	4	29742442, 30108179	-
302	Homo sapiens	5822	PWP2	Periodic tryptophan protein 2 homolog	HTS (29742442, 30108179)	4	29742442, 30108179	-
303	Homo sapiens	7879	RAB7A	Ras-related protein Rab-7a	HTS (29742442, 30108179)	4	29742442, 30108179	-
304	Homo sapiens	5880	RAC2	Ras-related C3 botulinum toxin substrate 2	HTS (29742442, 30108179)	4	29742442, 30108179	-
305	Homo sapiens	10399	RACK1	Guanine nucleotide-binding protein subunit beta-2-like 1	HTS (29742442, 30108179)	4	29742442, 30108179	-
306	Homo sapiens	22913	RALY	RNA-binding protein Raly	HTS (29742442, 30108179)	4	29742442, 30108179	-
307	Homo sapiens	5917	RARS1	Arginine--tRNA ligase, cytoplasmic	HTS (29742442, 30108179)	4	29742442, 30108179	-
308	Homo sapiens	5928	RBBP4	Histone-binding protein RBBP4	HTS (29742442, 30108179)	4	29742442, 30108179	-
309	Homo sapiens	5930	RBBP6	E3 ubiquitin-protein ligase RBBP6	HTS (29742442, 30108179)	4	29742442, 30108179	-
310	Homo sapiens	64783	RBM15	Putative RNA-binding protein 15	HTS (29742442, 30108179)	4	29742442, 30108179	-
311	Homo sapiens	58517	RBM25	RNA-binding protein 25	HTS (29742442, 30108179)	4	29742442, 30108179	-
312	Homo sapiens	9584	RBM39	RNA-binding protein 39	HTS (29742442, 30108179)	4	29742442, 30108179	-
313	Homo sapiens	5936	RBM4	RNA-binding protein 4	HTS (29742442, 30108179)	4	29742442, 30108179	-
314	Homo sapiens	27316	RBMX	RNA-binding motif protein, X chromosome	HTS (29742442, 30108179)	4	29742442, 30108179	-
315	Homo sapiens	55920	RCC2	Protein RCC2	HTS (29742442, 30108179)	4	29742442, 30108179	-
316	Homo sapiens	51493	RTCB	tRNA-splicing ligase RtcB homolog	HTS (29742442, 30108179)	4	29742442, 30108179	-
317	Homo sapiens	51637	RTRAF	UPF0568 protein C14orf166	HTS (29742442, 30108179)	4	29742442, 30108179	-
318	Homo sapiens	10856	RUVBL2	RuvB-like 2	HTS (29742442, 30108179)	4	29742442, 30108179	-
319	Homo sapiens	6294	SAFB	Scaffold attachment factor B1	HTS (29742442, 30108179)	4	29742442, 30108179	-
320	Homo sapiens	9092	SART1	U4/U6.U5 tri-snRNP-associated protein 1	HTS (29742442, 30108179)	4	29742442, 30108179	-
321	Homo sapiens	9733	SART3	Squamous cell carcinoma antigen recognized by T-cells 3	HTS (29742442, 30108179)	4	29742442, 30108179	-
322	Homo sapiens	26135	SERBP1	Plasminogen activator inhibitor 1 RNA-binding protein	HTS (29742442, 30108179)	4	29742442, 30108179	-
323	Homo sapiens	292	SLC25A5	ADP/ATP translocase 2;ADP/ATP translocase 2, N-terminally processed	HTS (29742442, 30108179)	4	29742442, 30108179	-
324	Homo sapiens	6597	SMARCA4	Transcription activator BRG1	HTS (29742442, 30108179)	4	29742442, 30108179	-
325	Homo sapiens	8467	SMARCA5	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5	HTS (29742442, 30108179)	4	29742442, 30108179	-
326	Homo sapiens	27044	SND1	Staphylococcal nuclease domain-containing protein 1	HTS (29742442, 30108179)	4	29742442, 30108179	-
327	Homo sapiens	23020	SNRNP200	U5 small nuclear ribonucleoprotein 200 kDa helicase	HTS (29742442, 30108179)	4	29742442, 30108179	-
328	Homo sapiens	6625	SNRNP70	U1 small nuclear ribonucleoprotein 70 kDa	HTS (29742442, 30108179)	4	29742442, 30108179	-
329	Homo sapiens	6632	SNRPD1	Small nuclear ribonucleoprotein Sm D1	HTS (29742442, 30108179)	4	29742442, 30108179	-
330	Homo sapiens	6633	SNRPD2	Small nuclear ribonucleoprotein Sm D2	HTS (29742442, 30108179)	4	29742442, 30108179	-
331	Homo sapiens	22938	SNW1	SNW domain-containing protein 1	HTS (29742442, 30108179)	4	29742442, 30108179	-
332	Homo sapiens	6651	SON	Protein SON	HTS (29742442, 30108179)	4	29742442, 30108179	-
333	Homo sapiens	6727	SRP14	Signal recognition particle 14 kDa protein	HTS (29742442, 30108179)	4	29742442, 30108179	-
334	Homo sapiens	6732	SRPK1	SRSF protein kinase 1	HTS (29742442, 30108179)	4	29742442, 30108179	-
335	Homo sapiens	23524	SRRM2	Serine/arginine repetitive matrix protein 2	HTS (29742442, 30108179)	4	29742442, 30108179	-
336	Homo sapiens	10772	SRSF10	Serine/arginine-rich splicing factor 10	HTS (29742442, 30108179)	4	29742442, 30108179	-
337	Homo sapiens	6432	SRSF7	Serine/arginine-rich splicing factor 7	HTS (29742442, 30108179)	4	29742442, 30108179	-
338	Homo sapiens	6780	STAU1	Double-stranded RNA-binding protein Staufen homolog 1	HTS (29742442, 30108179)	4	29742442, 30108179	-
339	Homo sapiens	11171	STRAP	Serine-threonine kinase receptor-associated protein	HTS (29742442, 30108179)	4	29742442, 30108179	-
340	Homo sapiens	10492	SYNCRIP	Heterogeneous nuclear ribonucleoprotein Q	HTS (29742442, 30108179)	4	29742442, 30108179	-
341	Homo sapiens	8148	TAF15	TATA-binding protein-associated factor 2N	HTS (29742442, 30108179)	4	29742442, 30108179	-
342	Homo sapiens	6897	TARS1	Threonine--tRNA ligase, cytoplasmic	HTS (29742442, 30108179)	4	29742442, 30108179	-
343	Homo sapiens	10607	TBL3	Transducin beta-like protein 3	HTS (29742442, 30108179)	4	29742442, 30108179	-
344	Homo sapiens	6950	TCP1	T-complex protein 1 subunit alpha	HTS (29742442, 30108179)	4	29742442, 30108179	-
345	Homo sapiens	9967	THRAP3	Thyroid hormone receptor-associated protein 3	HTS (29742442, 30108179)	4	29742442, 30108179	-
346	Homo sapiens	6434	TRA2B	Transformer-2 protein homolog beta	HTS (29742442, 30108179)	4	29742442, 30108179	-
347	Homo sapiens	55720	TSR1	Pre-rRNA-processing protein TSR1 homolog	HTS (29742442, 30108179)	4	29742442, 30108179	-
348	Homo sapiens	11338	U2AF2	Splicing factor U2AF 65 kDa subunit	HTS (29742442, 30108179)	4	29742442, 30108179	-
349	Homo sapiens	23350	U2SURP	U2 snRNP-associated SURP motif-containing protein	HTS (29742442, 30108179)	4	29742442, 30108179	-
350	Homo sapiens	29128	UHRF1	E3 ubiquitin-protein ligase UHRF1	HTS (29742442, 30108179)	4	29742442, 30108179	-
351	Homo sapiens	5976	UPF1	Regulator of nonsense transcripts 1	HTS (29742442, 30108179)	4	29742442, 30108179	-
352	Homo sapiens	9100	USP10	Ubiquitin carboxyl-terminal hydrolase 10	HTS (29742442, 30108179)	4	29742442, 30108179	-
353	Homo sapiens	10813	UTP14A	U3 small nucleolar RNA-associated protein 14 homolog A	HTS (29742442, 30108179)	4	29742442, 30108179	-
354	Homo sapiens	7407	VARS1	Valine--tRNA ligase	HTS (29742442, 30108179)	4	29742442, 30108179	-
355	Homo sapiens	7417	VDAC2	Voltage-dependent anion-selective channel protein 2	HTS (29742442, 30108179)	4	29742442, 30108179	-
356	Homo sapiens	7431	VIM	Vimentin	HTS (29742442, 30108179)	4	29742442, 30108179	-
357	Homo sapiens	10885	WDR3	WD repeat-containing protein 3	HTS (29742442, 30108179)	4	29742442, 30108179	-
358	Homo sapiens	134430	WDR36	WD repeat-containing protein 36	HTS (29742442, 30108179)	4	29742442, 30108179	-
359	Homo sapiens	4904	YBX1	Nuclease-sensitive element-binding protein 1	HTS (29742442, 30108179)	4	29742442, 30108179	-
360	Homo sapiens	8531	YBX3	Y-box-binding protein 3	HTS (29742442, 30108179)	4	29742442, 30108179	-
361	Homo sapiens	7531	YWHAE	14-3-3 protein epsilon	HTS (29742442, 30108179)	4	29742442, 30108179	-
362	Homo sapiens	9877	ZC3H11A	Zinc finger CCCH domain-containing protein 11A	HTS (29742442, 30108179)	4	29742442, 30108179	-
363	Homo sapiens	55854	ZC3H15	Zinc finger CCCH domain-containing protein 15	HTS (29742442, 30108179)	4	29742442, 30108179	-
364	Homo sapiens	56829	ZC3HAV1	Zinc finger CCCH-type antiviral protein 1	HTS (29742442, 30108179)	4	29742442, 30108179	-
365	Homo sapiens	51663	ZFR	Zinc finger RNA-binding protein	HTS (29742442, 30108179)	4	29742442, 30108179	-
366	Homo sapiens	16	AARS1	Alanine--tRNA ligase, cytoplasmic	HTS (30108179)	5	30108179	-
367	Homo sapiens	26574	AATF	Protein AATF	HTS (29742442)	5	29742442	-
368	Homo sapiens	6059	ABCE1	ATP-binding cassette sub-family E member 1	HTS (30108179)	5	30108179	-
369	Homo sapiens	10061	ABCF2	ATP-binding cassette sub-family F member 2	HTS (30108179)	5	30108179	-
370	Homo sapiens	31	ACACA	Acetyl-CoA carboxylase 1	HTS (30108179)	5	30108179	-
371	Homo sapiens	37	ACADVL	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial	HTS (30108179)	5	30108179	-
372	Homo sapiens	9744	ACAP1	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 1	HTS (30108179)	5	30108179	-
373	Homo sapiens	38	ACAT1	Acetyl-CoA acetyltransferase, mitochondrial	HTS (30108179)	5	30108179	-
374	Homo sapiens	47	ACLY	ATP-citrate synthase	HTS (30108179)	5	30108179	-
375	Homo sapiens	50	ACO2	Aconitate hydratase, mitochondrial	HTS (30108179)	5	30108179	-
376	Homo sapiens	52	ACP1	Low molecular weight phosphotyrosine protein phosphatase	HTS (30108179)	5	30108179	-
377	Homo sapiens	60	ACTB	Actin, cytoplasmic 1;Actin, cytoplasmic 1, N-terminally processed	HTS (30108179)	5	30108179	-
378	Homo sapiens	10096	ACTR3	Actin-related protein 3	HTS (30108179)	5	30108179	-
379	Homo sapiens	105	ADARB2	Double-stranded RNA-specific editase B2	HTS (29742442)	5	29742442	-
380	Homo sapiens	55750	AGK	Acylglycerol kinase, mitochondrial	HTS (30108179)	5	30108179	-
381	Homo sapiens	8540	AGPS	Alkyldihydroxyacetonephosphate synthase, peroxisomal	HTS (30108179)	5	30108179	-
382	Homo sapiens	25909	AHCTF1	Protein ELYS	HTS (29742442)	5	29742442	-
383	Homo sapiens	191	AHCY	Adenosylhomocysteinase	HTS (30108179)	5	30108179	-
384	Homo sapiens	79026	AHNAK	Neuroblast differentiation-associated protein AHNAK	HTS (30108179)	5	30108179	-
385	Homo sapiens	10598	AHSA1	Activator of 90 kDa heat shock protein ATPase homolog 1	HTS (30108179)	5	30108179	-
386	Homo sapiens	9131	AIFM1	Apoptosis-inducing factor 1, mitochondrial	HTS (30108179)	5	30108179	-
387	Homo sapiens	9255	AIMP1	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1	HTS (30108179)	5	30108179	-
388	Homo sapiens	7965	AIMP2	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2	HTS (30108179)	5	30108179	-
389	Homo sapiens	8227	AKAP17A	A-kinase anchor protein 17A	HTS (29742442)	5	29742442	-
390	Homo sapiens	231	AKR1B1	Aldose reductase	HTS (29742442)	5	29742442	-
391	Homo sapiens	441282	AKR1B15	Aldo-keto reductase family 1 member B15	HTS (29742442)	5	29742442	-
392	Homo sapiens	5832	ALDH18A1	Delta-1-pyrroline-5-carboxylate synthase	HTS (30108179)	5	30108179	-
393	Homo sapiens	54882	ANKHD1	Ankyrin repeat and KH domain-containing protein 1	HTS (30108179)	5	30108179	-
394	Homo sapiens	26057	ANKRD17	Ankyrin repeat domain-containing protein 17	HTS (30108179)	5	30108179	-
395	Homo sapiens	302	ANXA2	Annexin;Annexin A2;Putative annexin A2-like protein	HTS (30108179)	5	30108179	-
396	Homo sapiens	309	ANXA6	Annexin A6	HTS (30108179)	5	30108179	-
397	Homo sapiens	160	AP2A1	AP-2 complex subunit alpha-1	HTS (30108179)	5	30108179	-
398	Homo sapiens	163	AP2B1	AP-2 complex subunit beta	HTS (30108179)	5	30108179	-
399	Homo sapiens	1173	AP2M1	AP-2 complex subunit mu	HTS (29742442)	5	29742442	-
400	Homo sapiens	8546	AP3B1	AP-3 complex subunit beta-1	HTS (30108179)	5	30108179	-
401	Homo sapiens	8943	AP3D1	AP-3 complex subunit delta-1	HTS (30108179)	5	30108179	-
402	Homo sapiens	8539	API5	Apoptosis inhibitor 5	HTS (30108179)	5	30108179	-
403	Homo sapiens	9582	APOBEC3B	DNA dC->dU-editing enzyme APOBEC-3B	HTS (29742442)	5	29742442	-
404	Homo sapiens	140564	APOBEC3D	DNA dC->dU-editing enzyme APOBEC-3D	HTS (29742442)	5	29742442	-
405	Homo sapiens	372	ARCN1	Coatomer subunit delta	HTS (30108179)	5	30108179	-
406	Homo sapiens	375	ARF1	ADP-ribosylation factor 1	HTS (29742442)	5	29742442	-
407	Homo sapiens	377	ARF3	ADP-ribosylation factor 3	HTS (29742442)	5	29742442	-
408	Homo sapiens	378	ARF4	ADP-ribosylation factor 4	HTS (30108179)	5	30108179	-
409	Homo sapiens	55082	ARGLU1	Arginine and glutamate-rich protein 1	HTS (29742442)	5	29742442	-
410	Homo sapiens	55114	ARHGAP17	Rho GTPase-activating protein 17	HTS (30108179)	5	30108179	-
411	Homo sapiens	393	ARHGAP4	Rho GTPase-activating protein 4	HTS (30108179)	5	30108179	-
412	Homo sapiens	9138	ARHGEF1	Rho guanine nucleotide exchange factor 1	HTS (30108179)	5	30108179	-
413	Homo sapiens	9181	ARHGEF2	Rho guanine nucleotide exchange factor 2	HTS (30108179)	5	30108179	-
414	Homo sapiens	10109	ARPC2	Actin-related protein 2/3 complex subunit 2	HTS (30108179)	5	30108179	-
415	Homo sapiens	10973	ASCC3	Activating signal cointegrator 1 complex subunit 3	HTS (30108179)	5	30108179	-
416	Homo sapiens	440	ASNS	Asparagine synthetase [glutamine-hydrolyzing]	HTS (29742442)	5	29742442	-
417	Homo sapiens	55210	ATAD3A	ATPase family AAA domain-containing protein 3A	HTS (30108179)	5	30108179	-
418	Homo sapiens	471	ATIC	Bifunctional purine biosynthesis protein ATIC	HTS (30108179)	5	30108179	-
419	Homo sapiens	488	ATP2A2	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2	HTS (30108179)	5	30108179	-
420	Homo sapiens	498	ATP5F1A	ATP synthase subunit alpha, mitochondrial	HTS (30108179)	5	30108179	-
421	Homo sapiens	506	ATP5F1B	ATP synthase subunit beta, mitochondrial	HTS (30108179)	5	30108179	-
422	Homo sapiens	509	ATP5F1C	ATP synthase subunit gamma, mitochondrial	HTS (30108179)	5	30108179	-
423	Homo sapiens	10632	ATP5MG	ATP5MG	HTS (30108179)	5	30108179	-
424	Homo sapiens	515	ATP5PB	ATP synthase F (0) complex subunit B1, mitochondrial	HTS (30108179)	5	30108179	-
425	Homo sapiens	10476	ATP5PD	ATP synthase subunit d, mitochondrial	HTS (30108179)	5	30108179	-
426	Homo sapiens	539	ATP5PO	ATP synthase subunit O, mitochondrial	HTS (30108179)	5	30108179	-
427	Homo sapiens	9212	AURKB	Aurora kinase B	HTS (29742442)	5	29742442	-
428	Homo sapiens	9031	BAZ1B	Tyrosine-protein kinase BAZ1B	HTS (29742442)	5	29742442	-
429	Homo sapiens	11176	BAZ2A	Bromodomain adjacent to zinc finger domain protein 2A	HTS (29742442)	5	29742442	-
430	Homo sapiens	9774	BCLAF1	Bcl-2-associated transcription factor 1	HTS (30108179)	5	30108179	-
431	Homo sapiens	9790	BMS1	Ribosome biogenesis protein BMS1 homolog	HTS (29742442)	5	29742442	-
432	Homo sapiens	23246	BOP1	Ribosome biogenesis protein BOP1	HTS (29742442)	5	29742442	-
433	Homo sapiens	29117	BRD7	Bromodomain-containing protein 7	HTS (29742442)	5	29742442	-
434	Homo sapiens	65980	BRD9	Bromodomain-containing protein 9	HTS (29742442)	5	29742442	-
435	Homo sapiens	55299	BRIX1	Ribosome biogenesis protein BRX1 homolog	HTS (29742442)	5	29742442	-
436	Homo sapiens	8896	BUD31	Protein BUD31 homolog	HTS (30108179)	5	30108179	-
437	Homo sapiens	79169	C1orf35	Multiple myeloma tumor-associated protein 2	HTS (29742442)	5	29742442	-
438	Homo sapiens	708	C1QBP	Complement component 1 Q subcomponent-binding protein, mitochondrial	HTS (30108179)	5	30108179	-
439	Homo sapiens	84310	C7orf50	Uncharacterized protein C7orf50	HTS (29742442)	5	29742442	-
440	Homo sapiens	27101	CACYBP	Calcyclin-binding protein	HTS (30108179)	5	30108179	-
441	Homo sapiens	790	CAD	CAD protein	HTS (30108179)	5	30108179	-
442	Homo sapiens	55832	CAND1	Cullin-associated NEDD8-dissociated protein 1	HTS (30108179)	5	30108179	-
443	Homo sapiens	821	CANX	Calnexin	HTS (30108179)	5	30108179	-
444	Homo sapiens	10487	CAP1	Adenylyl cyclase-associated protein 1	HTS (30108179)	5	30108179	-
445	Homo sapiens	4076	CAPRIN1	Caprin-1	HTS (30108179)	5	30108179	-
446	Homo sapiens	829	CAPZA1	F-actin-capping protein subunit alpha-1	HTS (30108179)	5	30108179	-
447	Homo sapiens	832	CAPZB	F-actin-capping protein subunit beta	HTS (30108179)	5	30108179	-
448	Homo sapiens	11335	CBX3	Chromobox protein homolog 3	HTS (29742442)	5	29742442	-
449	Homo sapiens	23468	CBX5	Chromobox protein homolog 5	HTS (29742442)	5	29742442	-
450	Homo sapiens	57332	CBX8	Chromobox protein homolog 8	HTS (29742442)	5	29742442	-
451	Homo sapiens	55749	CCAR1	Cell division cycle and apoptosis regulator protein 1	HTS (30108179)	5	30108179	-
452	Homo sapiens	57805	CCAR2	Cell cycle and apoptosis regulator protein 2	HTS (30108179)	5	30108179	-
453	Homo sapiens	115098	CCDC124	Coiled-coil domain-containing protein 124	HTS (30108179)	5	30108179	-
454	Homo sapiens	339230	CCDC137	Coiled-coil domain-containing protein 137	HTS (29742442)	5	29742442	-
455	Homo sapiens	57003	CCDC47	Coiled-coil domain-containing protein 47	HTS (30108179)	5	30108179	-
456	Homo sapiens	29080	CCDC59	Thyroid transcription factor 1-associated protein 26	HTS (29742442)	5	29742442	-
457	Homo sapiens	79080	CCDC86	Coiled-coil domain-containing protein 86	HTS (29742442)	5	29742442	-
458	Homo sapiens	904	CCNT1	Cyclin-T1	HTS (30108179)	5	30108179	-
459	Homo sapiens	22948	CCT5	T-complex protein 1 subunit epsilon	HTS (30108179)	5	30108179	-
460	Homo sapiens	10574	CCT7	T-complex protein 1 subunit eta	HTS (30108179)	5	30108179	-
461	Homo sapiens	51362	CDC40	Pre-mRNA-processing factor 17	HTS (29742442)	5	29742442	-
462	Homo sapiens	55143	CDCA8	Borealin	HTS (29742442)	5	29742442	-
463	Homo sapiens	983	CDK1	Cyclin-dependent kinase 1	HTS (30108179)	5	30108179	-
464	Homo sapiens	9425	CDYL	Chromodomain Y-like protein	HTS (29742442)	5	29742442	-
465	Homo sapiens	124359	CDYL2	Chromodomain Y-like protein 2	HTS (29742442)	5	29742442	-
466	Homo sapiens	10153	CEBPZ	CCAAT/enhancer-binding protein zeta	HTS (29742442)	5	29742442	-
467	Homo sapiens	1060	CENPC	Centromere protein C 1	HTS (29742442)	5	29742442	-
468	Homo sapiens	201161	CENPV	Centromere protein V	HTS (29742442)	5	29742442	-
469	Homo sapiens	8208	CHAF1B	Chromatin assembly factor 1 subunit B	HTS (30108179)	5	30108179	-
470	Homo sapiens	1108	CHD4	Chromodomain-helicase-DNA-binding protein 4	HTS (30108179)	5	30108179	-
471	Homo sapiens	10523	CHERP	Calcium homeostasis endoplasmic reticulum protein	HTS (30108179)	5	30108179	-
472	Homo sapiens	26097	CHTOP	Chromatin target of PRMT1 protein	HTS (29742442)	5	29742442	-
473	Homo sapiens	1153	CIRBP	Cold-inducible RNA-binding protein	HTS (30108179)	5	30108179	-
474	Homo sapiens	9793	CKAP5	Cytoskeleton-associated protein 5	HTS (30108179)	5	30108179	-
475	Homo sapiens	23332	CLASP1	CLIP-associating protein 1	HTS (30108179)	5	30108179	-
476	Homo sapiens	25932	CLIC4	Chloride intracellular channel protein 4	HTS (29742442)	5	29742442	-
477	Homo sapiens	9685	CLINT1	Clathrin interactor 1	HTS (30108179)	5	30108179	-
478	Homo sapiens	7461	CLIP2	CAP-Gly domain-containing linker protein 2	HTS (30108179)	5	30108179	-
479	Homo sapiens	23277	CLUH	Clustered mitochondria protein homolog	HTS (30108179)	5	30108179	-
480	Homo sapiens	8161	COIL	Coilin	HTS (29742442)	5	29742442	-
481	Homo sapiens	1314	COPA	Coatomer subunit alpha	HTS (30108179)	5	30108179	-
482	Homo sapiens	1315	COPB1	Coatomer subunit beta	HTS (30108179)	5	30108179	-
